Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
516.0,5330.0,5895.0,,47.0,Single,0.0,664.0,2.0,0.19,11484.0,14587.0,16606.0,36.0,Car,Rural,Graduate,,Private,Yes
517.0,10662.0,,Salaried,50.0,Single,3.0,,0.0,0.47,,35721.0,7197.0,24.0,Home,Rural,Graduate,Male,Private,Yes
518.0,9114.0,6656.0,Salaried,22.0,,0.0,737.0,4.0,0.25,15068.0,46499.0,8985.0,60.0,Home,Rural,Not Graduate,Male,MNC,Yes
519.0,15323.0,575.0,Self-employed,29.0,Single,2.0,580.0,1.0,0.43,10324.0,7840.0,35877.0,72.0,Personal,Semiurban,Graduate,Male,Unemployed,No
520.0,3353.0,7029.0,Contract,48.0,Married,1.0,560.0,1.0,0.18,5739.0,38834.0,31770.0,24.0,Business,Urban,Graduate,Male,Private,No
521.0,12975.0,6099.0,Salaried,51.0,Single,2.0,636.0,2.0,0.44,,32440.0,20431.0,24.0,Car,Semiurban,Not Graduate,Male,Government,No
522.0,13023.0,3192.0,Contract,54.0,Single,0.0,670.0,1.0,0.16,975.0,36183.0,14687.0,24.0,Personal,Semiurban,Graduate,Male,Private,Yes
523.0,2667.0,3178.0,Salaried,35.0,Single,1.0,679.0,0.0,0.31,1014.0,31636.0,18947.0,84.0,Education,Rural,Graduate,Female,Government,No
524.0,11337.0,6052.0,Salaried,45.0,Single,2.0,781.0,0.0,0.22,18963.0,3389.0,9574.0,12.0,Education,Semiurban,Graduate,Male,Self,Yes
525.0,15659.0,2734.0,Salaried,56.0,Married,1.0,654.0,1.0,0.47,11588.0,49979.0,1079.0,84.0,Home,Semiurban,Graduate,Male,Private,No
526.0,5719.0,6116.0,Salaried,28.0,Married,0.0,576.0,3.0,0.23,11286.0,1763.0,4314.0,48.0,,Rural,Graduate,Male,Unemployed,No
527.0,9483.0,3568.0,Salaried,29.0,Married,1.0,776.0,2.0,0.54,16549.0,24925.0,5864.0,24.0,Car,Urban,Graduate,Male,Government,Yes
528.0,2539.0,2203.0,Salaried,57.0,Single,2.0,551.0,4.0,0.55,4711.0,27549.0,6654.0,24.0,Personal,,Graduate,Male,,No
529.0,6964.0,1390.0,Salaried,59.0,Married,1.0,652.0,1.0,0.2,7010.0,40023.0,12070.0,60.0,Education,Urban,Graduate,Female,Government,Yes
530.0,6835.0,1742.0,Self-employed,52.0,Married,3.0,650.0,1.0,,2465.0,40941.0,23073.0,60.0,Home,Semiurban,Not Graduate,Female,Government,No
531.0,8042.0,1925.0,Salaried,37.0,Married,,,0.0,0.14,11628.0,24457.0,30442.0,36.0,Home,Urban,Not Graduate,Male,MNC,No
532.0,16837.0,619.0,Contract,55.0,Single,1.0,607.0,0.0,0.3,18792.0,22423.0,17995.0,36.0,Education,Semiurban,Not Graduate,Female,Private,No
533.0,9312.0,1274.0,Unemployed,57.0,Married,2.0,682.0,1.0,0.46,,11518.0,11881.0,60.0,Business,Semiurban,Not Graduate,Male,Private,
534.0,,956.0,Salaried,39.0,Married,2.0,729.0,3.0,0.43,19404.0,44020.0,4904.0,48.0,Education,Urban,Not Graduate,Male,Self,
535.0,,1939.0,Salaried,49.0,Married,2.0,722.0,4.0,0.41,15554.0,33360.0,32350.0,36.0,Car,Rural,Not Graduate,Male,Government,No
536.0,4779.0,3953.0,Salaried,27.0,Married,3.0,634.0,4.0,0.24,1083.0,46215.0,27177.0,72.0,Car,Semiurban,Graduate,Female,Private,No
537.0,19308.0,968.0,Salaried,48.0,Married,1.0,642.0,0.0,0.29,17628.0,48857.0,24928.0,72.0,,Semiurban,Graduate,Male,MNC,No
538.0,3581.0,281.0,Salaried,29.0,Married,0.0,569.0,3.0,0.15,5258.0,29173.0,25702.0,48.0,Home,Urban,Graduate,Male,Private,No
539.0,14677.0,6262.0,Contract,48.0,Married,,610.0,1.0,0.46,15766.0,10395.0,34235.0,60.0,Personal,Rural,Graduate,Female,Private,No
540.0,7713.0,1058.0,Self-employed,26.0,Single,2.0,587.0,0.0,0.35,3601.0,45835.0,,36.0,,Urban,Not Graduate,Male,Unemployed,No
541.0,18639.0,4293.0,Salaried,49.0,Single,2.0,697.0,3.0,0.45,15514.0,20207.0,3646.0,,Home,Urban,Graduate,,Private,No
542.0,6804.0,5178.0,Contract,37.0,Married,0.0,791.0,2.0,0.22,11907.0,39055.0,35969.0,60.0,,Urban,Graduate,Male,Private,No
543.0,12136.0,6980.0,Salaried,,Single,0.0,574.0,0.0,0.26,18951.0,47229.0,6982.0,36.0,,Semiurban,,Female,Government,Yes
,2009.0,1229.0,Contract,43.0,Married,0.0,679.0,1.0,,3884.0,27639.0,23773.0,48.0,Business,Rural,Graduate,Male,Private,No
545.0,7124.0,4585.0,Self-employed,51.0,Single,2.0,670.0,1.0,0.11,17428.0,47170.0,,72.0,Car,Urban,,Male,MNC,No
546.0,3015.0,8467.0,Self-employed,23.0,Single,0.0,709.0,3.0,0.27,1041.0,29924.0,38131.0,48.0,Business,Urban,Graduate,Female,Government,No
547.0,4193.0,2740.0,Salaried,41.0,Married,1.0,575.0,1.0,0.5,18729.0,8433.0,27595.0,36.0,Home,Rural,Graduate,Male,Government,No
548.0,10415.0,2289.0,Salaried,46.0,Married,1.0,747.0,4.0,0.55,5962.0,31104.0,35242.0,48.0,Business,Semiurban,Graduate,Male,Private,No
549.0,15550.0,1239.0,Unemployed,56.0,Married,2.0,718.0,0.0,0.36,16022.0,45052.0,2957.0,36.0,,Rural,Graduate,Female,Private,Yes
550.0,16512.0,5370.0,Salaried,57.0,Married,2.0,798.0,1.0,0.33,15424.0,38594.0,29084.0,36.0,Car,Urban,Graduate,Female,Government,Yes
551.0,,125.0,Unemployed,42.0,Single,1.0,616.0,1.0,0.12,13305.0,4664.0,22821.0,48.0,Business,Semiurban,Not Graduate,,Government,No
552.0,8970.0,7473.0,Salaried,32.0,Married,0.0,,,0.54,172.0,11528.0,15422.0,12.0,,Urban,Graduate,Male,Self,No
,8938.0,5342.0,Salaried,33.0,Married,1.0,550.0,1.0,0.11,15589.0,29190.0,15572.0,24.0,Car,Rural,Graduate,Male,Private,Yes
554.0,15772.0,7351.0,Salaried,,Married,2.0,600.0,3.0,0.57,1691.0,1497.0,17460.0,60.0,Education,Semiurban,Not Graduate,Female,Self,No
555.0,12344.0,6638.0,Salaried,36.0,Married,3.0,554.0,3.0,0.34,6294.0,8641.0,18893.0,72.0,Education,Semiurban,Graduate,Female,Private,No
556.0,9266.0,6570.0,Unemployed,28.0,Married,0.0,562.0,4.0,0.27,6942.0,5643.0,18579.0,24.0,Home,Urban,Graduate,Male,Government,No
557.0,,3249.0,Salaried,22.0,Married,0.0,696.0,3.0,0.56,939.0,6056.0,14108.0,60.0,,Urban,Graduate,Male,Government,No
558.0,2384.0,7595.0,Salaried,50.0,Single,0.0,689.0,3.0,0.11,5608.0,33899.0,36571.0,60.0,Home,Urban,Not Graduate,Male,Private,No
559.0,2404.0,6294.0,Salaried,50.0,Married,0.0,597.0,2.0,0.39,3874.0,6443.0,27466.0,72.0,Home,Urban,Graduate,Male,Government,No
560.0,10175.0,6527.0,Salaried,32.0,Married,2.0,702.0,,0.37,10668.0,18241.0,25101.0,24.0,Education,Urban,Graduate,Female,Private,
561.0,17158.0,5757.0,Salaried,30.0,Single,0.0,606.0,1.0,0.21,2172.0,47211.0,17504.0,72.0,Personal,Semiurban,Not Graduate,Male,Government,No
562.0,14763.0,1969.0,Salaried,31.0,Married,1.0,664.0,1.0,0.31,11810.0,9712.0,29019.0,36.0,Personal,Urban,Graduate,Male,Self,No
563.0,11860.0,891.0,Contract,35.0,Single,0.0,584.0,1.0,0.43,9530.0,9221.0,21486.0,72.0,Education,Rural,Not Graduate,Male,Private,No
564.0,7989.0,4470.0,Salaried,36.0,,0.0,625.0,1.0,0.46,624.0,32346.0,27299.0,48.0,Personal,Urban,Graduate,Male,MNC,No
565.0,17106.0,7175.0,Salaried,,Married,1.0,643.0,1.0,0.1,8373.0,16660.0,37708.0,12.0,Personal,Urban,Graduate,Male,Government,No
566.0,19844.0,8320.0,Salaried,46.0,Married,0.0,554.0,4.0,0.57,15315.0,39915.0,19307.0,12.0,Car,Rural,Not Graduate,Female,MNC,No
567.0,5636.0,,Salaried,22.0,Married,0.0,775.0,1.0,0.18,13320.0,12588.0,19448.0,12.0,Car,Semiurban,Graduate,,Private,Yes
568.0,12916.0,7519.0,Unemployed,32.0,Married,2.0,571.0,0.0,0.22,3111.0,38372.0,15583.0,24.0,Personal,Semiurban,Not Graduate,Male,,No
569.0,6809.0,4612.0,Salaried,46.0,Married,1.0,652.0,2.0,0.23,13921.0,43220.0,10481.0,24.0,Home,Urban,Not Graduate,Male,Private,No
570.0,15456.0,1198.0,Salaried,43.0,Married,,754.0,0.0,0.12,16492.0,18942.0,26536.0,36.0,,Semiurban,Graduate,Female,Government,Yes
571.0,17444.0,,Self-employed,38.0,Married,3.0,734.0,,0.16,573.0,37373.0,37687.0,84.0,Home,Semiurban,Not Graduate,Female,MNC,No
,,6089.0,Salaried,52.0,Married,1.0,724.0,,0.59,6172.0,47052.0,16482.0,12.0,,Urban,Graduate,Male,Private,No
573.0,,6257.0,Salaried,58.0,Single,2.0,731.0,1.0,0.26,13541.0,2607.0,33034.0,36.0,Personal,Semiurban,Not Graduate,Female,Private,No
574.0,14338.0,7705.0,Unemployed,,Married,0.0,680.0,1.0,0.16,3504.0,45477.0,11434.0,84.0,Personal,Semiurban,Graduate,Male,Self,No
575.0,,3719.0,Contract,58.0,Married,0.0,673.0,3.0,0.15,13201.0,3016.0,17691.0,12.0,Car,Urban,Graduate,Male,Government,Yes
576.0,6544.0,302.0,Unemployed,23.0,,0.0,602.0,3.0,0.46,14232.0,4574.0,,24.0,Car,Rural,Graduate,Female,Government,No
577.0,6976.0,986.0,Salaried,50.0,Single,,761.0,1.0,0.53,17365.0,47309.0,32529.0,84.0,Personal,Rural,Graduate,Male,Private,No
578.0,14775.0,4440.0,Salaried,21.0,Married,1.0,708.0,1.0,0.23,,8274.0,23665.0,48.0,Home,Urban,Graduate,Male,Self,Yes
579.0,12015.0,4909.0,Salaried,50.0,Single,3.0,618.0,1.0,0.11,5036.0,43703.0,23769.0,48.0,Personal,Semiurban,Not Graduate,Female,Private,No
580.0,5419.0,3072.0,Salaried,52.0,Married,1.0,765.0,3.0,0.21,18209.0,16748.0,13180.0,48.0,Business,Urban,Not Graduate,Female,MNC,Yes
581.0,16430.0,3124.0,Contract,48.0,Single,0.0,653.0,0.0,0.13,19724.0,21175.0,11698.0,72.0,Home,,Graduate,Male,Self,Yes
582.0,9239.0,8125.0,,41.0,Married,1.0,795.0,0.0,0.15,15948.0,40174.0,33571.0,48.0,Business,Semiurban,Graduate,Female,Self,Yes
583.0,16489.0,3291.0,Contract,33.0,Married,0.0,710.0,3.0,0.32,883.0,12826.0,16457.0,60.0,Business,Urban,Not Graduate,Male,Private,Yes
584.0,18633.0,4033.0,Self-employed,47.0,Married,1.0,749.0,1.0,0.21,10425.0,18472.0,5875.0,12.0,Home,Urban,,Male,MNC,Yes
585.0,12357.0,5105.0,Salaried,,Married,1.0,765.0,0.0,0.36,11992.0,35129.0,4744.0,48.0,Home,,Graduate,,Government,Yes
586.0,19154.0,703.0,Salaried,27.0,Married,2.0,727.0,0.0,0.23,16088.0,5473.0,32366.0,84.0,Education,Semiurban,Graduate,,Unemployed,Yes
587.0,6363.0,8133.0,,,Married,3.0,761.0,4.0,0.57,3130.0,24490.0,25361.0,60.0,Home,Semiurban,Graduate,,Private,No
588.0,12176.0,574.0,Salaried,30.0,Single,0.0,565.0,3.0,0.55,3324.0,41087.0,9634.0,60.0,Business,Urban,Graduate,Male,Self,No
589.0,,5704.0,Contract,59.0,Single,1.0,791.0,3.0,0.38,,42435.0,12179.0,,Personal,Urban,Graduate,Male,Government,Yes
590.0,10427.0,7848.0,Salaried,35.0,Married,3.0,665.0,1.0,0.28,12365.0,10481.0,39893.0,36.0,Car,Urban,Graduate,Male,Private,No
591.0,10580.0,5208.0,Salaried,35.0,Married,2.0,,2.0,0.29,667.0,9520.0,7970.0,84.0,Home,Urban,Graduate,Male,Private,No
592.0,6858.0,6924.0,Self-employed,24.0,Married,1.0,754.0,4.0,0.31,4360.0,27415.0,1121.0,36.0,Personal,Urban,Not Graduate,Male,Private,Yes
593.0,12040.0,3828.0,Unemployed,52.0,Single,3.0,658.0,4.0,0.46,10048.0,18570.0,5769.0,60.0,,Semiurban,Graduate,Female,,Yes
594.0,17254.0,3230.0,,43.0,Married,0.0,783.0,0.0,0.33,3592.0,20798.0,22677.0,72.0,Personal,Semiurban,Graduate,,Private,Yes
595.0,13470.0,488.0,Contract,26.0,Single,3.0,588.0,3.0,0.53,1876.0,4536.0,7423.0,48.0,Education,Rural,Graduate,Male,Government,No
,3252.0,7114.0,Salaried,44.0,Married,0.0,638.0,0.0,0.57,12168.0,2773.0,2240.0,12.0,Business,Rural,Graduate,,Government,No
597.0,8996.0,3173.0,Contract,40.0,Married,1.0,723.0,0.0,0.27,9097.0,30894.0,13211.0,,Car,Semiurban,Graduate,Female,,Yes
598.0,14173.0,1667.0,Self-employed,57.0,Single,2.0,773.0,2.0,,12942.0,44023.0,5265.0,72.0,Education,Semiurban,Graduate,Male,Private,Yes
599.0,6673.0,4114.0,Salaried,40.0,Single,0.0,765.0,1.0,0.15,8028.0,36326.0,16387.0,24.0,Business,Rural,,Male,Self,Yes
600.0,17781.0,3553.0,,32.0,Married,1.0,661.0,4.0,0.2,15289.0,6079.0,18294.0,36.0,Education,Urban,Graduate,Male,MNC,Yes
601.0,15051.0,7761.0,Contract,53.0,Married,0.0,596.0,0.0,0.31,8981.0,26838.0,31208.0,48.0,Personal,,Graduate,Male,Private,No
602.0,8881.0,1000.0,Salaried,48.0,Single,3.0,721.0,2.0,0.2,6831.0,22804.0,27883.0,48.0,Business,Urban,Not Graduate,Male,Private,Yes
603.0,8949.0,1388.0,Self-employed,28.0,Married,2.0,686.0,4.0,0.54,17251.0,48109.0,39202.0,24.0,Personal,Semiurban,Graduate,Female,Government,No
604.0,11521.0,5450.0,Salaried,21.0,Single,2.0,781.0,4.0,0.18,19031.0,20675.0,29490.0,24.0,Car,Rural,Graduate,Female,Self,
605.0,10017.0,3712.0,Contract,57.0,Married,1.0,791.0,0.0,0.33,1730.0,26594.0,3448.0,84.0,Education,Urban,Not Graduate,Male,Self,Yes
606.0,8941.0,1367.0,Self-employed,42.0,Single,2.0,764.0,1.0,0.4,15997.0,43749.0,12013.0,48.0,Home,Semiurban,Graduate,Female,Government,No
607.0,12209.0,8189.0,,26.0,Single,0.0,677.0,2.0,0.45,7040.0,37292.0,32148.0,24.0,Home,Semiurban,Graduate,Female,Private,No
608.0,19715.0,454.0,Salaried,41.0,Married,1.0,727.0,0.0,0.29,2617.0,9998.0,35084.0,48.0,Education,Urban,Graduate,Female,Unemployed,Yes
609.0,11550.0,2772.0,Self-employed,52.0,Single,2.0,626.0,4.0,0.53,13284.0,14697.0,7873.0,72.0,Home,Urban,Not Graduate,Female,Private,No
610.0,6637.0,3726.0,Self-employed,55.0,Married,0.0,737.0,4.0,0.38,14339.0,47374.0,9965.0,84.0,,Urban,Graduate,Female,Private,Yes
,6854.0,7232.0,Salaried,35.0,Married,0.0,773.0,0.0,0.32,12677.0,14429.0,9953.0,24.0,Business,Urban,Graduate,Male,Private,Yes
612.0,12320.0,4806.0,Salaried,25.0,Married,0.0,791.0,0.0,0.13,2873.0,49807.0,26183.0,72.0,Home,Rural,Graduate,Male,Private,Yes
613.0,6892.0,2190.0,Salaried,26.0,Married,0.0,564.0,0.0,0.33,11155.0,8140.0,33114.0,72.0,Car,Rural,Graduate,Male,Government,No
614.0,,2875.0,Self-employed,,Single,2.0,585.0,4.0,0.51,12325.0,42553.0,6659.0,24.0,Business,Rural,Not Graduate,Female,Self,No
,18521.0,5592.0,Salaried,49.0,Married,,790.0,0.0,0.41,15360.0,15901.0,10275.0,84.0,Personal,Semiurban,Graduate,Male,MNC,Yes
616.0,6164.0,1440.0,Salaried,,Married,2.0,612.0,1.0,0.52,14902.0,,37090.0,48.0,Education,Rural,Graduate,Male,Private,No
617.0,9941.0,8927.0,Self-employed,33.0,Married,0.0,618.0,1.0,0.35,14734.0,29525.0,17503.0,60.0,Education,Semiurban,Not Graduate,Male,MNC,No
618.0,16388.0,6059.0,Salaried,58.0,Married,0.0,763.0,2.0,0.16,10588.0,,1410.0,48.0,Car,Semiurban,Graduate,Female,Self,Yes
619.0,7569.0,7010.0,Salaried,38.0,,0.0,757.0,0.0,0.11,12827.0,4280.0,11860.0,12.0,Home,Semiurban,Graduate,Female,Government,Yes
620.0,6300.0,7117.0,Unemployed,22.0,Single,2.0,718.0,0.0,0.25,13834.0,35980.0,37074.0,24.0,Education,Semiurban,Graduate,Male,MNC,Yes
621.0,8269.0,2989.0,Unemployed,28.0,Single,1.0,,4.0,0.45,13796.0,48981.0,19409.0,36.0,Personal,Urban,Not Graduate,Male,Self,No
622.0,5818.0,6228.0,Salaried,31.0,Single,3.0,573.0,4.0,,11942.0,30989.0,29472.0,,Home,Semiurban,Not Graduate,Female,Private,No
623.0,,6471.0,Salaried,53.0,Married,2.0,759.0,3.0,0.25,2521.0,9078.0,38320.0,24.0,,Urban,Not Graduate,Male,MNC,
624.0,14234.0,2863.0,Contract,58.0,Married,1.0,598.0,0.0,0.35,5488.0,27118.0,22367.0,12.0,Education,Semiurban,Graduate,Male,Self,No
625.0,8254.0,1177.0,Salaried,47.0,Married,1.0,695.0,1.0,0.31,14311.0,24985.0,22161.0,72.0,Personal,Semiurban,Graduate,Male,,No
626.0,19144.0,,Salaried,40.0,Married,3.0,556.0,2.0,0.31,12911.0,49704.0,18450.0,36.0,Car,Urban,Graduate,Female,MNC,No
627.0,9350.0,11.0,,32.0,Married,2.0,553.0,1.0,0.22,4382.0,17997.0,38506.0,36.0,Personal,Rural,Not Graduate,Male,,No
628.0,17183.0,5252.0,Salaried,51.0,Married,0.0,639.0,4.0,0.17,18005.0,15274.0,20983.0,48.0,Business,Urban,Graduate,Male,Self,No
629.0,8238.0,,Self-employed,47.0,Married,1.0,746.0,2.0,0.2,18654.0,1868.0,9554.0,60.0,Education,Urban,Graduate,Female,Self,Yes
630.0,8090.0,8234.0,Salaried,52.0,,2.0,,0.0,0.13,12700.0,27398.0,2278.0,48.0,Education,Urban,Graduate,Male,Government,Yes
631.0,13637.0,5445.0,Self-employed,,Married,2.0,604.0,4.0,0.2,13535.0,17042.0,14320.0,84.0,Personal,Rural,Graduate,Male,Private,No
632.0,14647.0,6570.0,Unemployed,23.0,,0.0,565.0,4.0,0.1,13241.0,32820.0,25413.0,36.0,Business,Semiurban,Graduate,Male,Self,No
633.0,,8212.0,Salaried,47.0,Married,2.0,776.0,,,9178.0,49175.0,33095.0,36.0,Education,Semiurban,Not Graduate,Female,Private,
634.0,10472.0,406.0,Self-employed,55.0,Married,3.0,767.0,2.0,0.26,13611.0,22246.0,11280.0,60.0,Home,Rural,Graduate,Male,Self,Yes
635.0,5266.0,4431.0,,51.0,Single,0.0,759.0,1.0,0.59,6870.0,21561.0,33167.0,84.0,Home,Urban,Graduate,,MNC,No
636.0,2666.0,,Salaried,35.0,,2.0,578.0,1.0,0.2,16853.0,17254.0,28739.0,24.0,Education,Urban,Graduate,Female,Private,No
637.0,6188.0,6542.0,Salaried,36.0,Married,0.0,700.0,0.0,0.27,18069.0,35512.0,31639.0,60.0,Home,Urban,Graduate,Female,Private,No
638.0,19055.0,6936.0,Self-employed,33.0,Married,0.0,794.0,2.0,0.28,19401.0,36024.0,35134.0,72.0,Home,Semiurban,Graduate,Female,Private,Yes
639.0,12161.0,8906.0,Self-employed,55.0,Married,0.0,563.0,4.0,0.1,8145.0,24996.0,30404.0,48.0,Home,Semiurban,Graduate,Female,Government,No
640.0,13314.0,4146.0,Contract,31.0,Married,0.0,628.0,2.0,0.52,3183.0,29618.0,17665.0,24.0,Car,Urban,Graduate,Female,MNC,No
641.0,14891.0,140.0,Salaried,41.0,Single,2.0,726.0,0.0,0.12,6695.0,12859.0,27029.0,48.0,Home,Urban,Not Graduate,Female,Government,Yes
642.0,6777.0,4882.0,Unemployed,31.0,Single,0.0,582.0,2.0,0.57,630.0,24580.0,11900.0,60.0,Car,,Graduate,Female,Private,No
643.0,5900.0,6012.0,Salaried,50.0,Single,0.0,702.0,1.0,0.55,15766.0,6423.0,8449.0,24.0,Education,Semiurban,Graduate,Male,Government,No
644.0,15716.0,963.0,Salaried,55.0,Married,0.0,570.0,3.0,0.37,,38857.0,31043.0,60.0,Business,Urban,Graduate,Male,Self,No
645.0,8981.0,7151.0,Self-employed,42.0,Single,0.0,694.0,1.0,0.37,7735.0,7608.0,2037.0,72.0,Business,Urban,Not Graduate,Male,Private,Yes
646.0,8376.0,8564.0,Salaried,58.0,Married,0.0,572.0,0.0,0.43,19317.0,43485.0,25346.0,12.0,Home,Urban,Graduate,Male,,No
647.0,18907.0,3610.0,Salaried,51.0,Married,2.0,606.0,0.0,0.29,9541.0,5876.0,3052.0,36.0,Business,Semiurban,Not Graduate,Female,Private,No
648.0,12160.0,6894.0,Salaried,34.0,,0.0,784.0,3.0,0.42,8841.0,22038.0,9771.0,84.0,Business,Semiurban,Not Graduate,Female,Self,No
649.0,16124.0,7311.0,,44.0,Married,2.0,758.0,1.0,0.12,15086.0,29006.0,18458.0,24.0,Personal,Semiurban,,Male,,Yes
650.0,18282.0,105.0,Salaried,52.0,Married,2.0,735.0,3.0,0.13,4392.0,36775.0,35207.0,36.0,Home,Semiurban,Not Graduate,Male,Private,Yes
651.0,12488.0,5539.0,Unemployed,56.0,Single,0.0,691.0,0.0,0.33,15340.0,31810.0,5138.0,12.0,Car,Semiurban,Graduate,Male,,Yes
652.0,7240.0,6787.0,,52.0,Married,2.0,642.0,1.0,0.37,7679.0,15325.0,17618.0,24.0,Business,Rural,Not Graduate,Male,Government,No
,12453.0,2137.0,,35.0,Married,0.0,569.0,1.0,0.54,1310.0,36892.0,1420.0,36.0,Personal,Urban,Not Graduate,Female,Private,No
654.0,,4445.0,Contract,55.0,Married,0.0,707.0,4.0,0.15,8308.0,2753.0,19717.0,36.0,Business,Semiurban,,Male,MNC,Yes
655.0,14394.0,3530.0,Unemployed,,Single,0.0,,4.0,0.51,10420.0,30531.0,27265.0,24.0,Personal,Semiurban,Graduate,Male,Self,No
656.0,6432.0,1286.0,Salaried,36.0,Single,0.0,730.0,0.0,,602.0,18996.0,22457.0,36.0,Car,Urban,,Male,Private,
657.0,15568.0,7052.0,Contract,25.0,Single,1.0,652.0,1.0,0.3,15989.0,4275.0,18708.0,36.0,Business,Semiurban,Graduate,Male,Government,Yes
658.0,16178.0,,Salaried,41.0,Married,2.0,733.0,0.0,0.26,,9747.0,25020.0,24.0,Home,Urban,Graduate,Female,Unemployed,Yes
659.0,19660.0,7102.0,Self-employed,30.0,Married,0.0,626.0,2.0,0.3,16989.0,46211.0,38712.0,84.0,Personal,Urban,Not Graduate,Male,Self,No
660.0,2302.0,2359.0,Self-employed,39.0,Married,2.0,759.0,1.0,0.18,17263.0,1824.0,30003.0,36.0,Education,Urban,Not Graduate,Female,Private,Yes
661.0,,8105.0,Contract,45.0,Married,0.0,700.0,4.0,0.35,1480.0,14880.0,33348.0,36.0,Business,Urban,Graduate,Male,Government,Yes
662.0,,,Salaried,24.0,Married,2.0,739.0,4.0,0.5,11095.0,44809.0,31007.0,84.0,Car,Semiurban,Not Graduate,Male,Government,No
663.0,15013.0,6441.0,Self-employed,49.0,Married,0.0,787.0,1.0,0.32,1717.0,2081.0,10537.0,48.0,Car,Semiurban,Graduate,Male,Unemployed,
664.0,10717.0,5047.0,Salaried,39.0,Married,0.0,582.0,1.0,0.35,10922.0,12517.0,13136.0,72.0,,Semiurban,Graduate,Female,Private,No
665.0,10150.0,8227.0,Contract,22.0,Single,0.0,780.0,3.0,0.52,18805.0,22683.0,15234.0,48.0,Education,Rural,Graduate,Male,Self,No
666.0,4125.0,5203.0,Unemployed,30.0,Married,0.0,781.0,3.0,0.45,3875.0,17876.0,2632.0,12.0,Personal,Urban,,Male,Private,Yes
667.0,13479.0,1798.0,Salaried,45.0,Married,1.0,567.0,,0.35,16634.0,38532.0,,48.0,Personal,Semiurban,Not Graduate,Male,Self,No
668.0,,5291.0,Unemployed,40.0,Married,2.0,622.0,1.0,0.23,1616.0,9266.0,35366.0,48.0,Home,Rural,Graduate,Male,MNC,No
669.0,18748.0,5495.0,Salaried,39.0,Single,0.0,710.0,1.0,0.54,13649.0,12183.0,7719.0,,Business,Urban,Graduate,Male,Private,No
670.0,8809.0,6284.0,Salaried,43.0,Single,2.0,709.0,0.0,0.39,826.0,22066.0,18974.0,36.0,Business,Semiurban,Graduate,Male,Private,No
671.0,6621.0,7285.0,Salaried,44.0,Single,2.0,738.0,0.0,0.21,12576.0,13877.0,,36.0,Education,Rural,Graduate,Female,Government,Yes
672.0,17034.0,1300.0,Salaried,31.0,Single,2.0,731.0,0.0,0.23,9536.0,10982.0,10968.0,48.0,Car,Semiurban,Not Graduate,Male,Self,Yes
673.0,15623.0,6869.0,Self-employed,54.0,Married,0.0,566.0,2.0,0.5,12532.0,9968.0,27582.0,12.0,Business,Urban,Graduate,Male,Private,No
674.0,7126.0,3097.0,Salaried,48.0,Married,1.0,568.0,1.0,0.12,6228.0,27598.0,23575.0,36.0,Car,Urban,Graduate,Male,Self,Yes
675.0,7122.0,4616.0,Salaried,25.0,Married,3.0,768.0,0.0,0.6,16130.0,15639.0,3628.0,60.0,Personal,Semiurban,Not Graduate,Female,MNC,No
676.0,19302.0,9.0,Unemployed,25.0,Married,2.0,619.0,0.0,,11951.0,5674.0,37675.0,24.0,Business,Rural,Graduate,Male,Self,No
677.0,7870.0,5752.0,Contract,41.0,Married,0.0,776.0,3.0,0.5,19730.0,5316.0,38214.0,24.0,Home,Urban,Not Graduate,Female,Self,No
678.0,3531.0,6295.0,Contract,32.0,Married,0.0,669.0,3.0,0.3,17985.0,49082.0,25511.0,72.0,Car,Rural,Graduate,Male,Private,No
679.0,10172.0,4815.0,Contract,24.0,Single,0.0,650.0,1.0,0.35,6266.0,10695.0,18780.0,24.0,Business,Urban,Graduate,Female,MNC,No
680.0,9673.0,1072.0,Self-employed,40.0,Single,1.0,583.0,1.0,0.54,19613.0,49582.0,26736.0,48.0,Personal,Urban,Not Graduate,Male,Private,No
681.0,8882.0,3225.0,Salaried,58.0,Single,2.0,633.0,4.0,0.31,,32094.0,4530.0,24.0,Home,Semiurban,Not Graduate,Male,,No
682.0,3906.0,1316.0,Salaried,45.0,Single,0.0,702.0,0.0,0.37,19219.0,23187.0,5469.0,24.0,Car,Semiurban,Graduate,,Private,No
683.0,5086.0,5699.0,Self-employed,34.0,Single,1.0,745.0,0.0,0.12,7464.0,42147.0,23888.0,60.0,Personal,Urban,Graduate,Female,Self,Yes
684.0,15503.0,6807.0,Salaried,31.0,,1.0,623.0,1.0,0.1,19884.0,2214.0,9399.0,36.0,Education,Urban,Not Graduate,Female,Unemployed,
685.0,10152.0,6674.0,Self-employed,52.0,Married,1.0,751.0,0.0,0.22,17010.0,24940.0,14742.0,60.0,Home,Rural,Graduate,Female,Private,Yes
686.0,7750.0,3683.0,Salaried,31.0,Single,2.0,637.0,,0.44,7688.0,45406.0,4549.0,48.0,Business,Rural,Graduate,Male,Unemployed,No
